NCM,Início de vigência,Fim de vigência
84399100,01/01/2016,
84399910,01/01/2016,
84399990,01/01/2016,
84401011,01/01/2016,
84401019,01/01/2016,
84401020,01/01/2016,
84401090,01/01/2016,
84409000,01/01/2016,
84411010,01/01/2016,
84411090,01/01/2016,
84412000,01/01/2016,
84413010,01/01/2016,
84413090,01/01/2016,
84414000,01/01/2016,
84418000,01/01/2016,
84419000,01/01/2016,
84423010,01/01/2016,
84423020,01/01/2016,
84423090,01/01/2016,
84424010,01/01/2016,
84424020,01/01/2016,
84424090,01/01/2016,
84425000,01/01/2016,
84431110,01/01/2016,
84431190,01/01/2016,
84431200,01/01/2016,
84431310,01/01/2016,
84431321,01/01/2016,
84431329,01/01/2016,
84431390,01/01/2016,
84431400,01/01/2016,
84431500,01/01/2016,
84431600,01/01/2016,
84431710,01/01/2016,
84431790,01/01/2016,
84431910,01/01/2016,
84431990,01/01/2016,
84433111,01/01/2016,
84433112,01/01/2016,
84433113,01/01/2016,
84433114,01/01/2016,
84433115,01/01/2016,
84433116,01/01/2016,
84433119,01/01/2016,
84433191,01/01/2016,
84433199,01/01/2016,
84433221,01/01/2016,
84433222,01/01/2016,
84433223,01/01/2016,
84433229,01/01/2016,
84433231,01/01/2016,
84433232,01/01/2016,
84433233,01/01/2016,
84433234,01/01/2016,
84433235,01/01/2016,
84433236,01/01/2016,
84433237,01/01/2016,
84433238,01/01/2016,
84433239,01/01/2016,
84433240,01/01/2016,
84433251,01/01/2016,
84433252,01/01/2016,
84433259,01/01/2016,
84433291,01/01/2016,
84433299,01/01/2016,
84433910,01/01/2016,
84433921,01/01/2016,
84433928,01/01/2016,
84433929,01/01/2016,
84433930,01/01/2016,
84433990,01/01/2016,
84439110,01/01/2016,
84439191,01/01/2016,
84439192,01/01/2016,
84439199,01/01/2016,
84439911,01/01/2016,
84439912,01/01/2016,
84439919,01/01/2016,
84439921,01/01/2016,
84439922,01/01/2016,
84439923,01/01/2016,
84439929,01/01/2016,
84439931,01/01/2016,
84439932,01/01/2016,
84439933,01/01/2016,
84439939,01/01/2016,
84439941,01/01/2016,
84439942,01/01/2016,
84439949,01/01/2016,
84439950,01/01/2016,
84439960,01/01/2016,
84439970,01/01/2016,
84439980,01/01/2016,
84439990,01/01/2016,
84440010,01/01/2016,
84440020,01/01/2016,
84440090,01/01/2016,
84451110,01/01/2016,
84451120,01/01/2016,
84451190,01/01/2016,
84451200,01/01/2016,
84451300,01/01/2016,
84451910,01/01/2016,
84451921,01/01/2016,
84451922,01/01/2016,
84451923,01/01/2016,
84451924,01/01/2016,
84451925,01/01/2016,
84451926,01/01/2016,
84451927,01/01/2016,
84451929,01/01/2016,
84452000,01/01/2016,
84453010,01/01/2016,
84453090,01/01/2016,
84454011,01/01/2016,
84454012,01/01/2016,
84454018,01/01/2016,
84454019,01/01/2016,
84454021,01/01/2016,
84454029,01/01/2016,
84454031,01/01/2016,
84454039,01/01/2016,
84454040,01/01/2016,
84454090,01/01/2016,
84459010,01/01/2016,
84459020,01/01/2016,
84459030,01/01/2016,
84459040,01/01/2016,
84459090,01/01/2016,
84461010,01/01/2016,
84461090,01/01/2016,
84462100,01/01/2016,
84462900,01/01/2016,
84463010,01/01/2016,
84463020,01/01/2016,
84463030,01/01/2016,
84463040,01/01/2016,
84463090,01/01/2016,
84471100,01/01/2016,
84471200,01/01/2016,
84472010,01/01/2016,
84472021,01/01/2016,
84472029,01/01/2016,
84472030,01/01/2016,
84479010,01/01/2016,
84479020,01/01/2016,
84479090,01/01/2016,
84481110,01/01/2016,
84481120,01/01/2016,
84481190,01/01/2016,
84481900,01/01/2016,
84482010,01/01/2016,
84482020,01/01/2016,
84482030,01/01/2016,
84482090,01/01/2016,
84483100,01/01/2016,
84483211,01/01/2016,
84483219,01/01/2016,
84483220,01/01/2016,
84483230,01/01/2016,
84483240,01/01/2016,
84483250,01/01/2016,
84483290,01/01/2016,
84483310,01/01/2016,
84483390,01/01/2016,
84483911,01/01/2016,
84483912,01/01/2016,
84483917,01/01/2016,
84483919,01/01/2016,
84483921,01/01/2016,
84483922,01/01/2016,
84483923,01/01/2016,
84483929,01/01/2016,
84483991,01/01/2016,
84483992,01/01/2016,
84483999,01/01/2016,
84484200,01/01/2016,
84484910,01/01/2016,
84484920,01/01/2016,
84484990,01/01/2016,
84485100,01/01/2016,
84485910,01/01/2016,
84485921,01/01/2016,
84485922,01/01/2016,
84485929,01/01/2016,
84485930,01/01/2016,
84485940,01/01/2016,
84485990,01/01/2016,
84490010,01/01/2016,
84490020,01/01/2016,
84490080,01/01/2016,
84490091,01/01/2016,
84490099,01/01/2016,
84501100,01/01/2016,
84501200,01/01/2016,
84501900,01/01/2016,
84502010,01/01/2016,
84502090,01/01/2016,
84509010,01/01/2016,
84509090,01/01/2016,
84511000,01/01/2016,
84512100,01/01/2016,
84512910,01/01/2016,
84512990,01/01/2016,
84513010,01/01/2016,
84513091,01/01/2016,
84513099,01/01/2016,
84514010,01/01/2016,
84514021,01/01/2016,
84514029,01/01/2016,
84514090,01/01/2016,
84515010,01/01/2016,
84515020,01/01/2016,
84515090,01/01/2016,
84518000,01/01/2016,
84519010,01/01/2016,
84519090,01/01/2016,
84521000,01/01/2016,
84522110,01/01/2016,
84522120,01/01/2016,
84522190,01/01/2016,
84522910,01/01/2016,
84522921,01/01/2016,
84522922,01/01/2016,
84522923,01/01/2016,
84522924,01/01/2016,
84522925,01/01/2016,
84522929,01/01/2016,
84522990,01/01/2016,
84523000,01/01/2016,
84529020,01/01/2016,
84529081,01/01/2016,
84529089,01/01/2016,
84529091,01/01/2016,
84529092,01/01/2016,
84529093,01/01/2016,
84529094,01/01/2016,
84529099,01/01/2016,
84531010,01/01/2016,
84531090,01/01/2016,
84532000,01/01/2016,
84538000,01/01/2016,
84539000,01/01/2016,
84541000,01/01/2016,
84542010,01/01/2016,
84542090,01/01/2016,
84543010,01/01/2016,
84543020,01/01/2016,
84543090,01/01/2016,
84549010,01/01/2016,
84549090,01/01/2016,
84551000,01/01/2016,
84552110,01/01/2016,
84552190,01/01/2016,
84552210,01/01/2016,
84552290,01/01/2016,
84553010,01/01/2016,
84553020,01/01/2016,
84553090,01/01/2016,
84559000,01/01/2016,
84561011,01/01/2016,31/03/2017
84561019,01/01/2016,31/03/2017
84561090,01/01/2016,31/03/2017
84561111,01/01/2017,
84561119,01/01/2017,
84561190,01/01/2017,
84561211,01/01/2017,
84561219,01/01/2017,
84561290,01/01/2017,
84562010,01/01/2016,
84562090,01/01/2016,
84563011,01/01/2016,
84563019,01/01/2016,
84563090,01/01/2016,
84564000,01/01/2017,
84565000,01/01/2017,
84569000,01/01/2016,
84571000,01/01/2016,
84572010,01/01/2016,
84572090,01/01/2016,
84573010,01/01/2016,
84573090,01/01/2016,
84581110,01/01/2016,
84581191,01/01/2016,
84581199,01/01/2016,
84581910,01/01/2016,
84581990,01/01/2016,
84589100,01/01/2016,
84589900,01/01/2016,
84591000,01/01/2016,
84592110,01/01/2016,
84592191,01/01/2016,
84592199,01/01/2016,
84592900,01/01/2016,
84593100,01/01/2016,
84593900,01/01/2016,
84594000,01/01/2016,31/03/2017
84594100,01/01/2017,
84594900,01/01/2017,
84595100,01/01/2016,
84595900,01/01/2016,
84596100,01/01/2016,
84596900,01/01/2016,
84597000,01/01/2016,
84601100,01/01/2016,31/03/2017
84601200,01/01/2017,
84601900,01/01/2016,
84602100,01/01/2016,31/03/2017
84602200,01/01/2017,
84602300,01/01/2017,
84602400,01/01/2017,
84602900,01/01/2016,
84603100,01/01/2016,
84603900,01/01/2016,
84604011,01/01/2016,
84604019,01/01/2016,
84604091,01/01/2016,
84604099,01/01/2016,
84609011,01/01/2016,
84609012,01/01/2016,
84609019,01/01/2016,
84609090,01/01/2016,
84612010,01/01/2016,
84612090,01/01/2016,
84613010,01/01/2016,
84613090,01/01/2016,
84614010,01/01/2016,
84614091,01/01/2016,
84614099,01/01/2016,
84615010,01/01/2016,
84615020,01/01/2016,
84615090,01/01/2016,
84619010,01/01/2016,
84619090,01/01/2016,
84621011,01/01/2016,
84621019,01/01/2016,
84621090,01/01/2016,
84622100,01/01/2016,
84622900,01/01/2016,
84623100,01/01/2016,
84623910,01/01/2016,
84623990,01/01/2016,
84624100,01/01/2016,
84624900,01/01/2016,
84629111,01/01/2016,
84629119,01/01/2016,
84629191,01/01/2016,
84629199,01/01/2016,
84629910,01/01/2016,
84629920,01/01/2016,
84629990,01/01/2016,
84631010,01/01/2016,
84631090,01/01/2016,
84632010,01/01/2016,
84632091,01/01/2016,
84632099,01/01/2016,
84633000,01/01/2016,
84639010,01/01/2016,
84639090,01/01/2016,
84641000,01/01/2016,
84642010,01/01/2016,
84642021,01/01/2016,
84642029,01/01/2016,
84642090,01/01/2016,
84649011,01/01/2016,
84649019,01/01/2016,
84649090,01/01/2016,
84651000,01/01/2016,
84652000,01/01/2017,
84659110,01/01/2016,
84659120,01/01/2016,
84659190,01/01/2016,
84659211,01/01/2016,
84659219,01/01/2016,
84659290,01/01/2016,
84659310,01/01/2016,
84659390,01/01/2016,
84659400,01/01/2016,
84659511,01/01/2016,
84659512,01/01/2016,
84659591,01/01/2016,
84659592,01/01/2016,
84659600,01/01/2016,
84659900,01/01/2016,
84661000,01/01/2016,
84662010,01/01/2016,
84662090,01/01/2016,
84663000,01/01/2016,
84669100,01/01/2016,
84669200,01/01/2016,
84669311,01/01/2016,
84669319,01/01/2016,
84669320,01/01/2016,
84669330,01/01/2016,
84669340,01/01/2016,
84669350,01/01/2016,
84669360,01/01/2016,
84669410,01/01/2016,
84669420,01/01/2016,
84669430,01/01/2016,
84669490,01/01/2016,
84671110,01/01/2016,
84671190,01/01/2016,
84671900,01/01/2016,
84672100,01/01/2016,
84672200,01/01/2016,
84672910,01/01/2016,
84672991,01/01/2016,
84672992,01/01/2016,
84672993,01/01/2016,
84672999,01/01/2016,
84678100,01/01/2016,
84678900,01/01/2016,
84679100,01/01/2016,
84679200,01/01/2016,
84679900,01/01/2016,
84681000,01/01/2016,
84682000,01/01/2016,
84688010,01/01/2016,
84688090,01/01/2016,
84689010,01/01/2016,
84689020,01/01/2016,
84689090,01/01/2016,
84690010,01/01/2016,31/03/2017
84690021,01/01/2016,31/03/2017
84690029,01/01/2016,31/03/2017
84690031,01/01/2016,31/03/2017
84690039,01/01/2016,31/03/2017
84701000,01/01/2016,
84702100,01/01/2016,
84702900,01/01/2016,
84703000,01/01/2016,
84705011,01/01/2016,
84705019,01/01/2016,
84705090,01/01/2016,
84709010,01/01/2016,
84709090,01/01/2016,
84713011,01/01/2016,
84713012,01/01/2016,
84713019,01/01/2016,
84713090,01/01/2016,
84714110,01/01/2016,
84714190,01/01/2016,
84714900,01/01/2016,
84715010,01/01/2016,
84715020,01/01/2016,
84715030,01/01/2016,
84715040,01/01/2016,
84715090,01/01/2016,
84716052,01/01/2016,
84716053,01/01/2016,
84716054,01/01/2016,
84716059,01/01/2016,
84716061,01/01/2016,
84716062,01/01/2016,
84716080,01/01/2016,
84716090,01/01/2016,
84717011,01/01/2016,
84717012,01/01/2016,
84717019,01/01/2016,
84717021,01/01/2016,
84717029,01/01/2016,
84717032,01/01/2016,
84717033,01/01/2016,
84717039,01/01/2016,
84717090,01/01/2016,
84718000,01/01/2016,
84719011,01/01/2016,
84719012,01/01/2016,
84719013,01/01/2016,
84719014,01/01/2016,
84719019,01/01/2016,
84719090,01/01/2016,
84721000,01/01/2016,
84723010,01/01/2016,
84723020,01/01/2016,
84723030,01/01/2016,
84723090,01/01/2016,
84729010,01/01/2016,
84729021,01/01/2016,
84729029,01/01/2016,
84729030,01/01/2016,
84729040,01/01/2016,
84729051,01/01/2016,
84729059,01/01/2016,
84729091,01/01/2016,
84729099,01/01/2016,
84731010,01/01/2016,31/03/2017
84731090,01/01/2016,31/03/2017
84732100,01/01/2016,
84732910,01/01/2016,
84732920,01/01/2016,
84732990,01/01/2016,
84733011,01/01/2016,
84733019,01/01/2016,
84733031,01/01/2016,
84733032,01/01/2016,
84733033,01/01/2016,
84733034,01/01/2016,
84733039,01/01/2016,
84733041,01/01/2016,
84733042,01/01/2016,
84733043,01/01/2016,
84733049,01/01/2016,
84733092,01/01/2016,
84733099,01/01/2016,
84734010,01/01/2016,
84734070,01/01/2016,
84734090,01/01/2016,
84735010,01/01/2016,
84735040,01/01/2016,
84735050,01/01/2016,
84735090,01/01/2016,
84741000,01/01/2016,
84742010,01/01/2016,
84742090,01/01/2016,
84743100,01/01/2016,
84743200,01/01/2016,
84743900,01/01/2016,
84748010,01/01/2016,
84748090,01/01/2016,
84749000,01/01/2016,
84751000,01/01/2016,
84752100,01/01/2016,
84752910,01/01/2016,
84752990,01/01/2016,
84759000,01/01/2016,
84762100,01/01/2016,
84762900,01/01/2016,
84768100,01/01/2016,
84768910,01/01/2016,
84768990,01/01/2016,
84769000,01/01/2016,
84771011,01/01/2016,
84771019,01/01/2016,
84771021,01/01/2016,
84771029,01/01/2016,
84771091,01/01/2016,
84771099,01/01/2016,
84772010,01/01/2016,
84772090,01/01/2016,
84773010,01/01/2016,
84773090,01/01/2016,
84774010,01/01/2016,
84774090,01/01/2016,
84775100,01/01/2016,
84775911,01/01/2016,
84775919,01/01/2016,
84775990,01/01/2016,
84778010,01/01/2016,
84778090,01/01/2016,
84779000,01/01/2016,
84781010,01/01/2016,
84781090,01/01/2016,
84789000,01/01/2016,
84791010,01/01/2016,
84791090,01/01/2016,
84792000,01/01/2016,
84793000,01/01/2016,
84794000,01/01/2016,
84795000,01/01/2016,
84796000,01/01/2016,
84797100,01/01/2016,
84797900,01/01/2016,
84798110,01/01/2016,
84798190,01/01/2016,
84798210,01/01/2016,
84798290,01/01/2016,
84798911,01/01/2016,
84798912,01/01/2016,
84798921,01/01/2016,
84798922,01/01/2016,
84798931,01/01/2016,
84798932,01/01/2016,
84798940,01/01/2016,
84798991,01/01/2016,
84798992,01/01/2016,
84798999,01/01/2016,
84799010,01/01/2016,
84799090,01/01/2016,
84801000,01/01/2016,
84802000,01/01/2016,
84803000,01/01/2016,
84804100,01/01/2016,
84804910,01/01/2016,
84804990,01/01/2016,
84805000,01/01/2016,
84806000,01/01/2016,
84807100,01/01/2016,
84807900,01/01/2016,
84811000,01/01/2016,
84812011,01/01/2016,
84812019,01/01/2016,
84812090,01/01/2016,
84813000,01/01/2016,
84814000,01/01/2016,
84818011,01/01/2016,
84818019,01/01/2016,
84818021,01/01/2016,
84818029,01/01/2016,
84818031,01/01/2016,
84818039,01/01/2016,
84818091,01/01/2016,
84818092,01/01/2016,
84818093,01/01/2016,
84818094,01/01/2016,
84818095,01/01/2016,
84818096,01/01/2016,
84818097,01/01/2016,
84818099,01/01/2016,
84819010,01/01/2016,
84819090,01/01/2016,
84821010,01/01/2016,
84821090,01/01/2016,
84822010,01/01/2016,
84822090,01/01/2016,
84823000,01/01/2016,
84824000,01/01/2016,
84825010,01/01/2016,
84825090,01/01/2016,
84828000,01/01/2016,
84829111,01/01/2016,
84829119,01/01/2016,
84829120,01/01/2016,
84829130,01/01/2016,
84829190,01/01/2016,
84829910,01/01/2016,
84829990,01/01/2016,
84831011,01/01/2016,
84831019,01/01/2016,
84831020,01/01/2016,
84831030,01/01/2016,
84831040,01/01/2016,
84831050,01/01/2016,
84831090,01/01/2016,
84832000,01/01/2016,
84833010,01/01/2016,
84833021,01/01/2016,
84833029,01/01/2016,
84833090,01/01/2016,
84834010,01/01/2016,
84834090,01/01/2016,
84835010,01/01/2016,
84835090,01/01/2016,
84836011,01/01/2016,
84836019,01/01/2016,
84836090,01/01/2016,
84839000,01/01/2016,
84841000,01/01/2016,
84842000,01/01/2016,
84849000,01/01/2016,
84861000,01/01/2016,
84862000,01/01/2016,
84863000,01/01/2016,
84864000,01/01/2016,
84869000,01/01/2016,
84871000,01/01/2016,
84879000,01/01/2016,
85011011,01/01/2016,
85011019,01/01/2016,
85011021,01/01/2016,
85011029,01/01/2016,
85011030,01/01/2016,
85012000,01/01/2016,
85013110,01/01/2016,
85013120,01/01/2016,
85013210,01/01/2016,
85013220,01/01/2016,
85013310,01/01/2016,
85013320,01/01/2016,
85013411,01/01/2016,
85013419,01/01/2016,
85013420,01/01/2016,
85014011,01/01/2016,
85014019,01/01/2016,
85014021,01/01/2016,
85014029,01/01/2016,
85015110,01/01/2016,
85015120,01/01/2016,
85015190,01/01/2016,
85015210,01/01/2016,
85015220,01/01/2016,
85015290,01/01/2016,
85015310,01/01/2016,
85015320,01/01/2016,
85015330,01/01/2016,
85015390,01/01/2016,
85016100,01/01/2016,
85016200,01/01/2016,
85016300,01/01/2016,
85016400,01/01/2016,
85021110,01/01/2016,
85021190,01/01/2016,
85021210,01/01/2016,
85021290,01/01/2016,
85021311,01/01/2016,
85021319,01/01/2016,
85021390,01/01/2016,
85022011,01/01/2016,
85022019,01/01/2016,
85022090,01/01/2016,
85023100,01/01/2016,
85023900,01/01/2016,
85024010,01/01/2016,
85024090,01/01/2016,
85030010,01/01/2016,
85030090,01/01/2016,
85041000,01/01/2016,
85042100,01/01/2016,
85042200,01/01/2016,
85042300,01/01/2016,
85043111,01/01/2016,
85043119,01/01/2016,
85043191,01/01/2016,
85043192,01/01/2016,
85043199,01/01/2016,
85043211,01/01/2016,
85043219,01/01/2016,
85043221,01/01/2016,
85043229,01/01/2016,
85043300,01/01/2016,
85043400,01/01/2016,
85044010,01/01/2016,
85044021,01/01/2016,
85044022,01/01/2016,
85044029,01/01/2016,
85044030,01/01/2016,
85044040,01/01/2016,
85044050,01/01/2016,
85044060,01/01/2016,
85044090,01/01/2016,
85045000,01/01/2016,
85049010,01/01/2016,
85049020,01/01/2016,
85049030,01/01/2016,
85049040,01/01/2016,
85049090,01/01/2016,
85051100,01/01/2016,
85051910,01/01/2016,
85051990,01/01/2016,
85052010,01/01/2016,
85052090,01/01/2016,
85059010,01/01/2016,
85059080,01/01/2016,
85059090,01/01/2016,
85061010,01/01/2016,
85061020,01/01/2016,
85061030,01/01/2016,
85063010,01/01/2016,
85063090,01/01/2016,
85064010,01/01/2016,
85064090,01/01/2016,
85065010,01/01/2016,
85065090,01/01/2016,
85066010,01/01/2016,
85066090,01/01/2016,
85068010,01/01/2016,
85068090,01/01/2016,
85069000,01/01/2016,
85071010,01/01/2016,
85071090,01/01/2016,
85072010,01/01/2016,
85072090,01/01/2016,
85073011,01/01/2016,
85073019,01/01/2016,
85073090,01/01/2016,
85074000,01/01/2016,
85075000,01/01/2016,
85076000,01/01/2016,
85078000,01/01/2016,
85079010,01/01/2016,
85079020,01/01/2016,
85079090,01/01/2016,
85081100,01/01/2016,
85081900,01/01/2016,
85086000,01/01/2016,
85087000,01/01/2016,
85094010,01/01/2016,
85094020,01/01/2016,
85094030,01/01/2016,
85094040,01/01/2016,
85094050,01/01/2016,
85094090,01/01/2016,
85098010,01/01/2016,
85098090,01/01/2016,
85099000,01/01/2016,
85101000,01/01/2016,
85102000,01/01/2016,
85103000,01/01/2016,
85109011,01/01/2016,
85109019,01/01/2016,
85109020,01/01/2016,
85109090,01/01/2016,
85111000,01/01/2016,
85112010,01/01/2016,
85112090,01/01/2016,
85113010,01/01/2016,
85113020,01/01/2016,
85114000,01/01/2016,
85115010,01/01/2016,
85115090,01/01/2016,
85118010,01/01/2016,
85118020,01/01/2016,
85118030,01/01/2016,
85118090,01/01/2016,
85119000,01/01/2016,
85121000,01/01/2016,
85122011,01/01/2016,
85122019,01/01/2016,
85122021,01/01/2016,
85122022,01/01/2016,
85122023,01/01/2016,
85122029,01/01/2016,
85123000,01/01/2016,
85124010,01/01/2016,
85124020,01/01/2016,
85129000,01/01/2016,
85131010,01/01/2016,
85131090,01/01/2016,
85139000,01/01/2016,
85141010,01/01/2016,
85141090,01/01/2016,
85142011,01/01/2016,
85142019,01/01/2016,
85142020,01/01/2016,
85143011,01/01/2016,
85143019,01/01/2016,
85143021,01/01/2016,
85143029,01/01/2016,
85143090,01/01/2016,
85144000,01/01/2016,
85149000,01/01/2016,
85151100,01/01/2016,
85151900,01/01/2016,
85152100,01/01/2016,
85152900,01/01/2016,
85153110,01/01/2016,
85153190,01/01/2016,
85153900,01/01/2016,
85158010,01/01/2016,
85158090,01/01/2016,
85159000,01/01/2016,
85161000,01/01/2016,
85162100,01/01/2016,
85162900,01/01/2016,
85163100,01/01/2016,
85163200,01/01/2016,
85163300,01/01/2016,
85164000,01/01/2016,
85165000,01/01/2016,
85166000,01/01/2016,
85167100,01/01/2016,
85167200,01/01/2016,
85167910,01/01/2016,
85167920,01/01/2016,
85167990,01/01/2016,
85168010,01/01/2016,
85168090,01/01/2016,
85169000,01/01/2016,
85171100,01/01/2016,
85171211,01/01/2016,
85171212,01/01/2016,
85171213,01/01/2016,
85171219,01/01/2016,
85171221,01/01/2016,
85171222,01/01/2016,
85171223,01/01/2016,
85171229,01/01/2016,
85171231,01/01/2016,
85171232,01/01/2016,
85171233,01/01/2016,
85171239,01/01/2016,
85171241,01/01/2016,
85171249,01/01/2016,
85171290,01/01/2016,
85171810,01/01/2016,
85171820,01/01/2016,
85171891,01/01/2016,
85171899,01/01/2016,
85176111,01/01/2016,
85176119,01/01/2016,
85176120,01/01/2016,
85176130,01/01/2016,
85176141,01/01/2016,
85176142,01/01/2016,
85176143,01/01/2016,
85176149,01/01/2016,
85176191,01/01/2016,
85176192,01/01/2016,
85176199,01/01/2016,
85176211,01/01/2016,
85176212,01/01/2016,
85176213,01/01/2016,
85176214,01/01/2016,
85176219,01/01/2016,
85176221,01/01/2016,
85176222,01/01/2016,
85176223,01/01/2016,
85176224,01/01/2016,
85176229,01/01/2016,
85176231,01/01/2016,
85176232,01/01/2016,
85176233,01/01/2016,
85176239,01/01/2016,
85176241,01/01/2016,
85176248,01/01/2016,
85176249,01/01/2016,
85176251,01/01/2016,
85176252,01/01/2016,
85176253,01/01/2016,
85176254,01/01/2016,
85176255,01/01/2016,
85176259,01/01/2016,
85176261,01/01/2016,
85176262,01/01/2016,
85176264,01/01/2016,
85176265,01/01/2016,
85176271,01/01/2016,
85176272,01/01/2016,
85176277,01/01/2016,
85176278,01/01/2016,
85176279,01/01/2016,
85176291,01/01/2016,
85176292,01/01/2016,
85176293,01/01/2016,
85176294,01/01/2016,
85176295,01/01/2016,
85176296,01/01/2016,
85176299,01/01/2016,
85176900,01/01/2016,
85177010,01/01/2016,
85177021,01/01/2016,
85177029,01/01/2016,
85177091,01/01/2016,
85177092,01/01/2016,
85177099,01/01/2016,
85181010,01/01/2016,
85181090,01/01/2016,
85182100,01/01/2016,
85182200,01/01/2016,
85182910,01/01/2016,
85182990,01/01/2016,
85183000,01/01/2016,
85184000,01/01/2016,
85185000,01/01/2016,
85189010,01/01/2016,
85189090,01/01/2016,
85192000,01/01/2016,
85193000,01/01/2016,
85195000,01/01/2016,
85198110,01/01/2016,
85198120,01/01/2016,
85198190,01/01/2016,
85198900,01/01/2016,
85211010,01/01/2016,
85211081,01/01/2016,
85211089,01/01/2016,
85211090,01/01/2016,
85219010,01/01/2016,
85219090,01/01/2016,
85221000,01/01/2016,
85229010,01/01/2016,
85229020,01/01/2016,
85229030,01/01/2016,
85229040,01/01/2016,
85229050,01/01/2016,
85229090,01/01/2016,
85232110,01/01/2016,
85232120,01/01/2016,
85232911,01/01/2016,
85232919,01/01/2016,
85232921,01/01/2016,
85232922,01/01/2016,
85232923,01/01/2016,
85232924,01/01/2016,
85232929,01/01/2016,
85232931,01/01/2016,
85232932,01/01/2016,
85232933,01/01/2016,
85232939,01/01/2016,
85232990,01/01/2016,
85234110,01/01/2016,
85234190,01/01/2016,
85234910,01/01/2016,
85234920,01/01/2016,
85234990,01/01/2016,
85235110,01/01/2016,
85235190,01/01/2016,
85235200,01/01/2016,
85235910,01/01/2016,
85235990,01/01/2016,
85238000,01/01/2016,
85255011,01/01/2016,
85255012,01/01/2016,
85255019,01/01/2016,
85255021,01/01/2016,
85255022,01/01/2016,
85255023,01/01/2016,
85255024,01/01/2016,
85255029,01/01/2016,
85256010,01/01/2016,
85256020,01/01/2016,
85256090,01/01/2016,
85258011,01/01/2016,
85258012,01/01/2016,
85258013,01/01/2016,
85258019,01/01/2016,
85258021,01/01/2016,
85258022,01/01/2016,
85258029,01/01/2016,
85261000,01/01/2016,
85269100,01/01/2016,
85269200,01/01/2016,
85271200,01/01/2016,
85271300,01/01/2016,
85271910,01/01/2016,
85271990,01/01/2016,
85272100,01/01/2016,
85272900,01/01/2016,
85279100,01/01/2016,
85279200,01/01/2016,
85279910,01/01/2016,
85279990,01/01/2016,
85284110,01/01/2016,31/03/2017
85284120,01/01/2016,31/03/2017
85284210,01/01/2017,
85284220,01/01/2017,
85284910,01/01/2016,
85284921,01/01/2016,
85284929,01/01/2016,
85285110,01/01/2016,31/03/2017
85285120,01/01/2016,31/03/2017
85285210,01/01/2017,
85285220,01/01/2017,
85285910,01/01/2016,
85285920,01/01/2016,
85286100,01/01/2016,31/03/2017
85286200,01/01/2017,
85286910,01/01/2016,
85286990,01/01/2016,
85287111,01/01/2016,
85287119,01/01/2016,
85287190,01/01/2016,
85287200,01/01/2016,
85287300,01/01/2016,
85291011,01/01/2016,
85291019,01/01/2016,
85291090,01/01/2016,
85299011,01/01/2016,
85299012,01/01/2016,
85299019,01/01/2016,
85299020,01/01/2016,
85299030,01/01/2016,
85299040,01/01/2016,
85299090,01/01/2016,
85301010,01/01/2016,
85301090,01/01/2016,
85308010,01/01/2016,
85308090,01/01/2016,
85309000,01/01/2016,
85311010,01/01/2016,
85311090,01/01/2016,
85312000,01/01/2016,
85318000,01/01/2016,
85319000,01/01/2016,
85321000,01/01/2016,
85322111,01/01/2016,
85322119,01/01/2016,
85322190,01/01/2016,
85322200,01/01/2016,
85322310,01/01/2016,
85322390,01/01/2016,
85322410,01/01/2016,
85322490,01/01/2016,
85322510,01/01/2016,
85322590,01/01/2016,
85322910,01/01/2016,
85322990,01/01/2016,
85323010,01/01/2016,
85323090,01/01/2016,
85329000,01/01/2016,
85331000,01/01/2016,
85332110,01/01/2016,
85332120,01/01/2016,
85332190,01/01/2016,
85332900,01/01/2016,
85333110,01/01/2016,
85333190,01/01/2016,
85333910,01/01/2016,
85333990,01/01/2016,
85334011,01/01/2016,
85334012,01/01/2016,
85334019,01/01/2016,
85334091,01/01/2016,
85334092,01/01/2016,
85334099,01/01/2016,
85339000,01/01/2016,
85340011,01/01/2016,
85340012,01/01/2016,
85340013,01/01/2016,
85340019,01/01/2016,
85340020,01/01/2016,
85340031,01/01/2016,
85340032,01/01/2016,
85340033,01/01/2016,
85340039,01/01/2016,
85340040,01/01/2016,
85340051,01/01/2016,
85340059,01/01/2016,
85351000,01/01/2016,
85352100,01/01/2016,
85352900,01/01/2016,
85353013,01/01/2016,
85353017,01/01/2016,
85353018,01/01/2016,
85353019,01/01/2016,
85353023,01/01/2016,
85353027,01/01/2016,
85353028,01/01/2016,
85353029,01/01/2016,
85354010,01/01/2016,
85354090,01/01/2016,
85359000,01/01/2016,
85361000,01/01/2016,
85362000,01/01/2016,
85363000,01/01/2016,
85364100,01/01/2016,
85364900,01/01/2016,
85365010,01/01/2016,
85365020,01/01/2016,
85365030,01/01/2016,
85365090,01/01/2016,
85366100,01/01/2016,
85366910,01/01/2016,
85366990,01/01/2016,
85367000,01/01/2016,
85369010,01/01/2016,
85369020,01/01/2016,
85369030,01/01/2016,
85369040,01/01/2016,
85369050,01/01/2016,
85369090,01/01/2016,
85371011,01/01/2016,
85371019,01/01/2016,
85371020,01/01/2016,
85371030,01/01/2016,
85371090,01/01/2016,
85372010,01/01/2016,
85372090,01/01/2016,
85381000,01/01/2016,
85389010,01/01/2016,
85389020,01/01/2016,
85389090,01/01/2016,
85391010,01/01/2016,
85391090,01/01/2016,
85392110,01/01/2016,
